id,title,genre_ids,actors,director,duration
402431,Wicked,"[18, 10749, 14]","Cynthia Erivo, Ariana Grande, Jeff Goldblum, Michelle Yeoh, Jonathan Bailey, Ethan Slater, Marissa Bode, Peter Dinklage, Andy Nyman, Courtney-Mae Briggs",Jon M. Chu,162
1201012,Dhoom Dhaam,"[35, 10749, 28]","Yami Gautam, Pratik Gandhi, Eijaz Khan, Mukul Chadda, Pavitra Sarkar, Anand Vikas Potdukhe, Sahil Gangurde, Kavin Dave, Prateik Babbar, Garima Yajnik",Rishab Seth,109
1184918,The Wild Robot,"[16, 878, 10751]","Lupita Nyong'o, Pedro Pascal, Kit Connor, Bill Nighy, Stephanie Hsu, Matt Berry, Ving Rhames, Mark Hamill, Catherine O'Hara, Boone Storm",Chris Sanders,102
519182,Despicable Me 4,"[16, 10751, 35, 878]","Steve Carell, Kristen Wiig, Will Ferrell, Sofía Vergara, Miranda Cosgrove, Dana Gaier, Madison Polan, Pierre Coffin, Chris Renaud, Steve Coogan",Chris Renaud,94
1138749,The Island,"[28, 80, 53]","Michael Jai White, Jackson Rathbone, Gillian White, Edoardo Costa, Wayne Gordon, Amber Townsend, Cami Storm, Victor Young",Shaun Paul Piccinino,93
993710,Back in Action,"[28, 35]","Jamie Foxx, Cameron Diaz, McKenna Roberts, Rylan Jackson, Kyle Chandler, Glenn Close, Jamie Demetriou, Andrew Scott, Fola Evans-Akingbola, Robert Besta",Seth Gordon,114
1410082,Sniper: The Last Stand,"[28, 53]","Chad Michael Collins, Ryan Robbins, Sharon Taylor, Manuel Rodriguez-Saenz, Vusi Kunene, Sizo Mahlangu, Noxolo Dlamini, Arnold Vosloo, Rob van Vuuren, Scott George",Danishka Esterhazy,99
533535,Deadpool & Wolverine,"[28, 35, 878]","Ryan Reynolds, Hugh Jackman, Emma Corrin, Matthew Macfadyen, Dafne Keen, Jon Favreau, Morena Baccarin, Rob Delaney, Leslie Uggams, Jennifer Garner",Shawn Levy,128
661539,A Complete Unknown,"[18, 10402]","Timothée Chalamet, Edward Norton, Elle Fanning, Monica Barbaro, Scoot McNairy, Dan Fogler, Boyd Holbrook, Will Harrison, Joe Tippett, Eriko Hatsune",James Mangold,140
1035048,Elevation,"[28, 878, 53]","Anthony Mackie, Morena Baccarin, Maddie Hasson, Danny Boyd Jr., Rachel Nicks, Shauna Earp, Tyler Grey, Drexel Malkoff, David Malkoff, Mike Hickman",George Nolfi,91
1022789,Inside Out 2,"[16, 12, 35, 10751]","Amy Poehler, Maya Hawke, Kensington Tallman, Liza Lapira, Tony Hale, Lewis Black, Phyllis Smith, Ayo Edebiri, Lilimar, Grace Lu",Kelsey Mann,97
1164355,Lembayung,"[27, 53]","Taskya Namya, Yasamin Jasem, Arya Saloka, Anna Jobling, Daffa Wardhana, Oka Antara, Tio Pakusadewo, Paula Verhoeven, Mario Maulana, Dayu Wijanto",Baim Wong,123
516729,Paddington in Peru,"[10751, 12, 35]","Ben Whishaw, Hugh Bonneville, Emily Mortimer, Samuel Joslin, Madeleine Harris, Antonio Banderas, Olivia Colman, Julie Walters, Jim Broadbent, Carla Tous",Dougal Wilson,106
811941,Devara : Part 1,"[28, 18]","N.T. Rama Rao Jr., Saif Ali Khan, Prakash Raj, Srikanth, Kalaiyarasan, Shruti Marathe, Janhvi Kapoor, Shine Tom Chacko, Ajay, Zarina Wahab",Koratala Siva,175
1001274,Night Call,"[53, 28]","Jonathan Feltre, Natacha Krief, Jonas Bloquet, Romain Duris, Thomas Mustin, Sam Louwyck, Laura Masci, Claire Bodson, Graham Guit, Marco Maas",Michiel Blanchart,97
845781,Red One,"[28, 14, 35]","Dwayne Johnson, Chris Evans, Lucy Liu, J.K. Simmons, Bonnie Hunt, Kristofer Hivju, Kiernan Shipka, Mary Elizabeth Ellis, Wesley Kimmel, Nick Kroll",Jake Kasdan,124
974453,Absolution,"[28, 80, 53, 9648]","Liam Neeson, Ron Perlman, Yolonda Ross, Frankie Shaw, Daniel Diemer, Javier Molina, Jimmy Gonzales, Josh Drennen, Deanna Tarraza, Terrence Pulliam",Hans Petter Moland,112
1010581,My Fault,"[10749, 18]","Nicole Wallace, Gabriel Guevara, Marta Hazas, Iván Sánchez, Eva Ruiz, Víctor Varona, Fran Berenguer, Adriana Ubani, Ivan Massagué, Mariano Venancio",Domingo González,117
426063,Nosferatu,"[14, 27]","Lily-Rose Depp, Nicholas Hoult, Bill Skarsgård, Aaron Taylor-Johnson, Willem Dafoe, Emma Corrin, Ralph Ineson, Simon McBurney, Adéla Hesová, Milena Konstantinova",Robert Eggers,133
383634,Carmen 1945,[18],"Rino Katase, Yûko Natori, Jinpachi Nezu, Kanô Miyuki, Kazuyo Matsui, Senri Yamazaki, Tsunehiko Watase",Hideo Gosha,119
1247019,Death Whisperer 2,"[27, 53, 28]","Nadech Kugimiya, Ongart Cheamcharoenpornkul, Kajbhunditt Jaidee, Peerakrit Phacharaboonyakiat, Denise Jelilcha Kapaun, Rattanawadee Wongtong, Nutthacha Padovan, Paramej Noiam, Arisara Wongchalee, Phiravich Attachitsataporn",Taweewat Wantha,112
839033,The Lord of the Rings: The War of the Rohirrim,"[16, 14, 12, 28]","Brian Cox, Gaia Wise, Luke Pasqualino, Laurence Ubong Williams, Lorraine Ashbourne, Miranda Otto, Shaun Dooley, Benjamin Wainwright, Yazdan Qafouri, Michael Wildman",Kenji Kamiyama,134
1255788,The Gardener,"[28, 35]","Jean-Claude Van Damme, Michaël Youn, Nawell Madani, Carla Poquin, Jérôme Le Banner, Ragnar Le Breton, Kaaris, Studio Danielle, Élie Semoun, Vincent Desagnat",David Charhon,110
980477,Ne Zha 2,"[16, 14, 12]","Lü Yanting, Joseph, Han Mo, Chen Hao, Lü Qi, Zhang Jiaming, Yang Wei, Wang Deshun, Yu Chen, Zhou Yongxi",Yang Yu,144
1352774,Piglet,[27],"Alina Desmond, Alex Butler, Lauren Staerck, Valery Danko, Shayli Reagan, Jamie Langlands, Tyler Winchcombe, Alina Varakuta, Max Arlott, Rory Forder",Andrea M. Catinella,83
85,Raiders of the Lost Ark,"[12, 28]","Harrison Ford, Karen Allen, Paul Freeman, John Rhys-Davies, Ronald Lacey, Wolf Kahler, Anthony Higgins, Denholm Elliott, Alfred Molina, Vic Tablian",Steven Spielberg,115
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","[12, 10751, 14]","William Moseley, Anna Popplewell, Skandar Keynes, Georgie Henley, Liam Neeson, Tilda Swinton, James McAvoy, Jim Broadbent, Ray Winstone, Dawn French",Andrew Adamson,143
710295,Wolf Man,"[27, 53]","Christopher Abbott, Julia Garner, Matilda Firth, Sam Jaeger, Ben Prendergast, Benedict Hardie, Zac Chandler, Milo Cawthorne, Leigh Whannell, Rob MacBride",Leigh Whannell,103
1156593,Your Fault,"[10749, 18]","Nicole Wallace, Gabriel Guevara, Marta Hazas, Iván Sánchez, Eva Ruiz, Víctor Varona, Gabriela Andrada, Alex Bejar, Goya Toledo, Javier Morgade",Domingo González,118
1422179,The Wrong Track,"[35, 18]","Ada Eide, Trond Fausa Aurvåg, Marie Blokhus, Christian Rubeck, Saga Tuset Meisfjordskar, Deniz Kaya, Shana Mathai, Pia Halvorsen, Nils Bendik Kvissel, André Sørum",Hallvar Witzø,94
573435,Bad Boys: Ride or Die,"[28, 35, 80, 53, 12]","Will Smith, Martin Lawrence, Vanessa Hudgens, Alexander Ludwig, Paola Nuñez, Eric Dane, Ioan Gruffudd, Jacob Scipio, Melanie Liburd, Tasha Smith",Adil El Arbi,115
1147416,"Miraculous World, London: At the Edge of Time","[16, 12, 28, 14]","Annouck Hautbois, Benjamin Bollen, Marie Nonnenmacher, Thierry Kazazian, Adeline Chetail, Clara Soares, Martial Le Minoux, Antoine Tomé, Marie Chevalot, Clara Soares",Thomas Astruc,50
808,Shrek,"[16, 35, 14, 12, 10751]","Mike Myers, Eddie Murphy, Cameron Diaz, John Lithgow, Vincent Cassel, Peter Dennis, Clive Pearse, Jim Cummings, Bobby Block, Chris Miller",Andrew Adamson,90
1043905,Dirty Angels,"[28, 18, 53, 10752]","Eva Green, Maria Bakalova, Ruby Rose, Reza Brojerdi, Jojo T. Gibbs, Emily Bruni, Aziz Çapkurt, Rona-Lee Shim'on, George Iskandar, Christopher Backus",Martin Campbell,104
1118031,Apocalypse Z: The Beginning of the End,"[18, 28, 27]","Francisco Ortiz, José María Yázpik, Berta Vázquez, Iria del Río, Marta Poveda, Amalia Gómez, María Salgueiro, Yuri Mykhaylychenko, Ian Monclús, Yaiza Macías",Carles Torrens,119
1124620,The Monkey,"[27, 35]","Theo James, Tatiana Maslany, Christian Convery, Colin O'Brien, Adam Scott, Elijah Wood, Rohan Campbell, Sarah Levy, Osgood Perkins, Nicco Del Rio",Osgood Perkins,98
299536,Avengers: Infinity War,"[12, 28, 878]","Robert Downey Jr., Chris Evans, Chris Hemsworth, Josh Brolin, Mark Ruffalo, Scarlett Johansson, Don Cheadle, Benedict Cumberbatch, Tom Holland, Chadwick Boseman",Joe Russo,149
921436,Escape,"[28, 18]","Lee Je-hoon, Koo Kyo-hwan, Hong Xa-bin, Seo Hyun-woo, Lee Sung-wook, Yoo Tae-joo, Jung Jun-won, Jang Young-nam, Song Kang, Esom",Lee Jong-pil,96
1006724,Dead Talents Society,"[27, 35, 53]","Chen Bolin, Sandrine Pinna, Gingle Wang, Yao Yi Ti, Bai Jing-yi, Soso Tseng, Ya-Ling Chang, Lin He-Hsuan, Hau-Ping Huang, Hannah Tung",John Hsu,110
995926,"I, the Executioner","[28, 80]","Hwang Jung-min, Jung Hae-in, Oh Dal-su, Oh Dae-hwan, Jang Yoon-ju, Kim Si-hoo, Jin Kyung, Shin Seung-hwan, Jeong Man-sik, Kwon Hae-hyo",Ryoo Seung-wan,118
717196,Niko: Beyond the Northern Lights,"[16, 10751, 14]","Matthew Whelan, Emma Jenkins, Paul Tylak, Roger Gregg, Dermot Magennis, Aileen Mythen, Lucy Smith, Harry Weld-Moore, Justin Daniels Anene, Brenda McDonald",Kari Juusonen,85
259872,Skin. Like. Sun.,[10749],"Wim van Damme, Floor Wyns",Jennifer Lyon Bell,60
1097549,Babygirl,[18],"Nicole Kidman, Harris Dickinson, Antonio Banderas, Esther-Rose McGregor, Sophie Wilde, Vaughan Reilly, Victor Slezak, Leslie Silva, Gaite Jansen, Robert Farrior",Halina Reijn,115
945961,Alien: Romulus,"[27, 878]","Cailee Spaeny, David Jonsson, Archie Renaux, Isabela Merced, Spike Fearn, Aileen Wu, Rosie Ede, Soma Simon, Bence Okeke, Viktor Orizu",Fede Álvarez,119
970450,Werewolves,"[28, 27, 53]","Frank Grillo, Katrina Law, Ilfenesh Hadera, Jimmy Cummings, Lou Diamond Phillips, Kamdynn Gary, Lydia Styslinger, Daniel Fernandez, James Kyson, Betzaida Landín",Steven C. Miller,94
157336,Interstellar,"[12, 18, 878]","Matthew McConaughey, Anne Hathaway, Michael Caine, Jessica Chastain, Casey Affleck, Wes Bentley, Topher Grace, Mackenzie Foy, Ellen Burstyn, John Lithgow",Christopher Nolan,169
385687,Fast X,"[28, 80, 53, 12, 9648]","Vin Diesel, Michelle Rodriguez, Tyrese Gibson, Ludacris, John Cena, Nathalie Emmanuel, Jordana Brewster, Sung Kang, Jason Momoa, Scott Eastwood",Louis Leterrier,142
12236,Speed Zone,"[35, 28]","John Candy, Donna Dixon, Matt Frewer, Joe Flaherty, Tim Matheson, Mimi Kuzyk, Melody Anderson, Shari Belafonte, Brian George, Art Hindle",Jim Drake,94
1252309,Ask Me What You Want,"[10749, 18]","Gabriela Andrada, Mario Ermito, Celia Freijeiro, David Solans, Alba Ribas, Joel Bosqued, Alicia Bercan, Anna Karinvinge, Fernando Oyagüez, Paco Tous",Lucía Alemany,0
777443,The Electric State,"[18, 878, 28]","Millie Bobby Brown, Chris Pratt, Woody Harrelson, Ke Huy Quan, Giancarlo Esposito, Stanley Tucci, Anthony Mackie, Brian Cox, Jenny Slate, Woody Norman",Joe Russo,128
135348,Tabu,[18],"Kjell Bergqvist, Lickå Sjöman, Halvar Björk, Gunnar Björnstrand, Viveca Lindfors, Frank Sundström, Heinz Hopf, Lars Amble, Olle Björling, Stig Ossian Ericson",Vilgot Sjöman,115
1114894,Star Trek: Section 31,"[878, 12, 28]","Michelle Yeoh, Omari Hardwick, Sam Richardson, Kacey Rohl, Sven Ruygrok, Robert Kazinsky, Humberly González, James Hiroyuki Liao, Miku Martineau, Augusto Bitter",Olatunde Osunsanmi,96
1100782,Smile 2,"[27, 9648]","Naomi Scott, Rosemarie DeWitt, Lukas Gage, Miles Gutierrez-Riley, Peter Jacobson, Ray Nicholson, Dylan Gelula, Raúl Castillo, Kyle Gallner, Drew Barrymore",Parker Finn,127
799766,Better Man,"[10402, 18]","Robbie Williams, Jonno Davies, Steve Pemberton, Alison Steadman, Kate Mulvany, Frazer Hadfield, Damon Herriman, Raechelle Banno, Tom Budge, Jake Simmance",Michael Gracey,135
693134,Dune: Part Two,"[878, 12]","Timothée Chalamet, Zendaya, Rebecca Ferguson, Javier Bardem, Josh Brolin, Austin Butler, Florence Pugh, Dave Bautista, Christopher Walken, Léa Seydoux",Denis Villeneuve,167
1203329,The Witcher: Sirens of the Deep,"[16, 14, 28]","Doug Cockle, Joey Batey, Christina Wren, Emily Carey, Camrus Johnson, Simon Templeman, Mallory Jansen, Anya Chalotra, Ray Chase, Cynthia Kaye McWilliams",Kang Hei Chul,92
10192,Shrek Forever After,"[35, 12, 14, 16, 10751]","Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas, Walt Dohrn, Julie Andrews, John Cleese, Jon Hamm, Jane Lynch, Craig Robinson",Mike Mitchell,93
1000837,I'm Still Here,"[18, 36]","Fernanda Torres, Selton Mello, Valentina Herszage, Bárbara Luz, Guilherme Silveira, Cora Ramalho, Luiza Kosovski, Pri Helena, Luiz Bertazzo, Maeve Jinkings",Walter Salles,138
974950,Emilia Pérez,"[18, 53]","Karla Sofía Gascón, Zoe Saldaña, Selena Gomez, Adriana Paz, Edgar Ramírez, Mark Ivanir, Eduardo Aladro, Emiliano Hasan, Gaël Murgia-Fur, Tirso Pietriga",Jacques Audiard,132
1034541,Terrifier 3,"[27, 53]","Lauren LaVera, David Howard Thornton, Samantha Scaffidi, Elliott Fullam, Margaret Anne Florence, Bryce Johnson, Alexa Blair Robertson, Antonella Rose, Mason Mecartea, Krsy Fox",Damien Leone,125
1029235,Azrael,"[28, 27, 53]","Samara Weaving, Vic Carmen Sonne, Katariina Unt, Peter Christoffersen, Nathan Stewart-Jarrett, Johhan Rosenberg, Eero Milonoff, Sebastian Bull Sarning, Rea Lest, Phong Giang",E.L. Katz,86
1241752,Rita,[18],"Christine Bermas, Gold Aceron, VR Relosa, Josh Ivan Morales, Sahil Khan, Amabella De Leon",Jerry Lopez Sineneng,113
698687,Transformers One,"[16, 878, 12, 10751]","Chris Hemsworth, Brian Tyree Henry, Scarlett Johansson, Keegan-Michael Key, Jon Hamm, Steve Buscemi, Laurence Fishburne, Vanessa Liguori, Jon Bailey, Jason Konopisos-Alvarez",Josh Cooley,104
324568,Delinquent in Drag,"[16, 35, 28]","Kappei Yamaguchi, Hideyuki Tanaka, Reiko Oimori, Yumi Touma, Eiko Yamada, Kenyu Horiuchi, Hiroko Emori, Michie Tomizawa, Yasunori Matsumoto, Yoku Shioya",Yusaku Saotome,43
1099413,The Rogue's Trial,"[35, 18]","Matheus Nachtergaele, Selton Mello, Taís Araújo, Humberto Martins, Luis Miranda, Eduardo Sterblitch, Fabiula Nascimento, Virginia Cavendish, Enrique Díaz, Fernanda Montenegro",Guel Arraes,114
936621,Sex Game 6969,"[35, 18, 10749]","Woo Yeol, So Jeong, Lee Chae-dam, Kim Soo-ji, Yoo Jung",Mongta,74
597,Titanic,"[18, 10749]","Leonardo DiCaprio, Kate Winslet, Billy Zane, Kathy Bates, Frances Fisher, Gloria Stuart, Victor Garber, Bill Paxton, Bernard Hill, David Warner",James Cameron,194
1138194,Heretic,"[27, 53]","Hugh Grant, Sophie Thatcher, Chloe East, Topher Grace, Elle Young, Julie Lynn-Mortensen, Haylie Hansen, Elle McKinnon, Hanna Huffman, Anesha Bailey",Scott Beck,111
1081012,Aftermath,"[28, 53]","Dylan Sprouse, Mason Gooding, Dichen Lachman, Megan Stott, Kevin Chapman, Will Lyman, Tanner Zagarino, Mark Irvingsen, Mark Pettograsso, Ashley Pynn",Patrick Lussier,95
809,Shrek 2,"[16, 10751, 35, 14, 12]","Mike Myers, Eddie Murphy, Cameron Diaz, Julie Andrews, Antonio Banderas, John Cleese, Rupert Everett, Jennifer Saunders, Aron Warner, Kelly Asbury",Conrad Vernon,92
238,The Godfather,"[18, 80]","Marlon Brando, Al Pacino, James Caan, Robert Duvall, Richard S. Castellano, Diane Keaton, Talia Shire, Gianni Russo, Sterling Hayden, John Marley",Francis Ford Coppola,175
1426142,Sosyal Climbers,"[10749, 35]","Maris Racal, Anthony Jennings, Ricky Davao, Carmi Martin, Bart Guingona, Cheska Iñigo, Marissa Sanchez, Raquel Pareño, Pam Arambulo, Shanaia Gomez",Jason Paul Laxamana,102
278,The Shawshank Redemption,"[18, 80]","Morgan Freeman, Tim Robbins, Bob Gunton, William Sadler, Clancy Brown, Gil Bellows, James Whitmore, Mark Rolston, Jeffrey DeMunn, Larry Brandenburg",Frank Darabont,142
1005331,Carry-On,"[53, 28]","Taron Egerton, Jason Bateman, Sofia Carson, Danielle Deadwyler, Theo Rossi, Logan Marshall-Green, Dean Norris, Sinqua Walls, Gil Perez-Abraham, Tonatiuh",Jaume Collet-Serra,120
120,The Lord of the Rings: The Fellowship of the Ring,"[12, 14, 28]","Elijah Wood, Ian McKellen, Viggo Mortensen, Sean Astin, Ian Holm, Liv Tyler, Christopher Lee, Sean Bean, Billy Boyd, Dominic Monaghan",Peter Jackson,179
829557,365 Days: This Day,"[10749, 18]","Anna-Maria Sieklucka, Michele Morrone, Simone Susinna, Magdalena Lamparska, Otar Saralidze, Natasza Urbańska, Ramón Langa, Ewa Kasprzyk, Dariusz Jakubowski, Tomasz Mandes",Barbara Białowąs,111
671,Harry Potter and the Philosopher's Stone,"[12, 14]","Daniel Radcliffe, Rupert Grint, Emma Watson, Richard Harris, Tom Felton, Alan Rickman, Robbie Coltrane, Maggie Smith, Richard Griffiths, Ian Hart",Chris Columbus,152
1302916,Heart Eyes,"[27, 35, 9648]","Olivia Holt, Mason Gooding, Jordana Brewster, Devon Sawa, Gigi Zumbado, Ben Black, Chris Parker, Latham Gaines, Lauren O'Hara, Michaela Watkins",Josh Ruben,97
1104390,Anatema,[27],"Leonor Watling, Pablo Derqui, Jaime Ordóñez, Keren Hapuc, Manuel de Blas, Xóan Fórneas, Mariano Llorente, Mauro Brussolo",Jimina Sabadú,91
1222064,River of Blood,"[27, 53]","Joseph Millson, Sarah Alexandra Marks, David Wayman, Ella Starbuck, Louis James, Tiffany Hannam-Daniels",Howard J. Ford,86
1280672,One of Them Days,[35],"Keke Palmer, SZA, Joshua David Neal, Aziza Scott, Patrick Cage, Katt Williams, Maude Apatow, Vanessa Bell Calloway, Gabrielle Dennis, Janelle James",Lawrence Lamont,97
929204,Wallace & Gromit: Vengeance Most Fowl,"[16, 35, 10751, 12]","Ben Whitehead, Peter Kay, Lauren Patel, Reece Shearsmith, Diane Morgan, Adjoa Andoh, Muzz Khan, Lenny Henry, Victoria Elliott, Jon Glover",Nick Park,79
58008,Night Nurse,[35],"Gloria Guida, Lino Banfi, Alvaro Vitali, Leo Colonna, Mario Carotenuto, Annamaria Clementi, Lucio Montanaro, Francesca Romana Coluzzi, Paola Senatore, Ermelinda De Felice",Mariano Laurenti,96
1249013,Jugaremos en el bosque,[27],"Lucía Gómez-Robledo, Alejandro Cuétara, Julieta Egurrola, Arturo Ripstein, Lucía Uribe, Alonso Navarro, Carolina Torres",Alejandra Cárdenas,0
249578,Tabu,"[35, 10402]","Caetano Veloso, Colé Santana, José Lewgoy, Norma Bengell, Sandro Solviatti, Guará Rodrigues, Mário Gomes, Sônia Dias, Dedé Veloso",Júlio Bressane,78
1357459,Tatsulok: Tatlo Magkasalo,"[18, 10749]","Mariane Saint, Marlon Marcia, Skye Gonzaga, Daniela Carolino, Mianne Agualada, Byuti Veloso, Jeffrey Carl Baltazar",Jojo Nadela,61
7451,xXx,"[28, 12, 53, 80]","Vin Diesel, Asia Argento, Marton Csokas, Samuel L. Jackson, Michael Roof, Richy Müller, Werner Daehn, Petr Jákl, Jan Filipenský, Tom Everett",Rob Cohen,124
978796,Bagman,"[27, 53]","Sam Claflin, Antonia Thomas, Caréll Vincent Rhoden, Will Davis, Adelle Leonce, William Hope, Steven Cree, Rosalie Craig, Peter McDonald, Henry Pettigrew",Colm McCarthy,92
76600,Avatar: The Way of Water,"[878, 12, 28]","Sam Worthington, Zoe Saldaña, Sigourney Weaver, Stephen Lang, Kate Winslet, Cliff Curtis, Joel David Moore, CCH Pounder, Edie Falco, Jemaine Clement",James Cameron,192
155,The Dark Knight,"[18, 28, 80, 53]","Christian Bale, Heath Ledger, Aaron Eckhart, Michael Caine, Maggie Gyllenhaal, Gary Oldman, Morgan Freeman, Monique Gabriela Curnen, Ron Dean, Cillian Murphy",Christopher Nolan,152
957119,Sidelined: The QB and Me,"[35, 10749]","Siena Agudong, Noah Beck, Drew Ray Tanner, James Van Der Beek, Deborah Cox, Asia Lizardo, Jake Foy, Jason Fernandes, Kendall Cross, Josh Zaharia",Justin Wu,99
1272149,Bridget Jones: Mad About the Boy,"[10749, 35, 18]","Renée Zellweger, Chiwetel Ejiofor, Leo Woodall, Hugh Grant, Jim Broadbent, Gemma Jones, Colin Firth, Sarah Solemani, Josette Simon, Nico Parker",Michael Morris,124
810,Shrek the Third,"[14, 12, 16, 35, 10751]","Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas, Julie Andrews, John Cleese, Rupert Everett, Eric Idle, Justin Timberlake, Susanne Blakeslee",Chris Miller,93
1104845,Plankton: The Movie,"[16, 12, 35, 10751, 14]","Mr. Lawrence, Jill Talley, Tom Kenny, Bill Fagerbakke, Rodger Bumpass, Carolyn Lawrence, Clancy Brown, Mary Jo Catlett, Lori Alan, Dee Bradley Baker",Dave Needham,83
1011985,Kung Fu Panda 4,"[16, 10751, 28, 35, 12, 14]","Jack Black, Awkwafina, Viola Davis, Dustin Hoffman, Bryan Cranston, James Hong, Ian McShane, Ke Huy Quan, Ronny Chieng, Lori Tan Chinn",Mike Mitchell,94
1051896,Arcadian,"[28, 27, 53, 878]","Nicolas Cage, Jaeden Martell, Maxwell Jenkins, Sadie Soverall, Samantha Coughlan, Joel Gillman, Joe Dixon, Daire McMahon",Benjamin Brewer,92
24428,The Avengers,"[878, 28, 12]","Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, Jeremy Renner, Tom Hiddleston, Clark Gregg, Cobie Smulders, Stellan Skarsgård",Joss Whedon,143
335984,Blade Runner 2049,"[878, 18]","Ryan Gosling, Harrison Ford, Ana de Armas, Dave Bautista, Robin Wright, Sylvia Hoeks, Mackenzie Davis, Jared Leto, Carla Juri, Hiam Abbass",Denis Villeneuve,164
198663,The Maze Runner,"[28, 9648, 878, 53]","Dylan O'Brien, Kaya Scodelario, Aml Ameen, Thomas Brodie-Sangster, Ki Hong Lee, Will Poulter, Patricia Clarkson, Blake Cooper, Dexter Darden, Jacob Latimore",Wes Ball,113
1241320,Kingdom IV: Return of the Great General,"[28, 12]","Kento Yamazaki, Takao Osawa, Ryo Yoshizawa, Kanna Hashimoto, Nana Seino, Shinnosuke Mitsushima, Amane Okayama, Takahiro Miura, Takayuki Hamatsu, Riku Hagiwara",Shinsuke Sato,146
950387,A Minecraft Movie,"[12, 14, 10751, 35]","Jason Momoa, Jack Black, Danielle Brooks, Emma Myers, Sebastian Eugene Hansen, Jennifer Coolidge, Rachel House, Matt Berry, Kate McKinnon, Jemaine Clement",Jared Hess,101
447273,Snow White,"[10751, 14]","Rachel Zegler, Gal Gadot, Emilia Faucher, Andrew Burnap, Andrew Barth Feldman, Tituss Burgess, Martin Klebba, Jason Kravits, George Salazar, Jeremy Swift",Marc Webb,109
604685,Den of Thieves 2: Pantera,"[28, 80, 53]","Gerard Butler, O'Shea Jackson Jr., Evin Ahmad, Salvatore Esposito, Meadow Williams, Swen Temmel, Michael Bisping, Orli Shuka, Rico Verhoeven, Jordan Bridges",Christian Gudegast,144
1293263,The Curse of the Necklace,"[27, 9648, 53]","Violet McGraw, Madeleine McGraw, Henry Thomas, Sarah Lind, Jacob Moran, Roma Maffia, Felix Solis, Christina Moore, Brynne Kurland, Danielia Maximillian-Almeda",Juan Pablo Arias Munoz,95
675353,Sonic the Hedgehog 2,"[28, 12, 10751, 35]","Ben Schwartz, James Marsden, Tika Sumpter, Colleen O'Shaughnessey, Idris Elba, Jim Carrey, Natasha Rothwell, Adam Pally, Shemar Moore, Lee Majdoub",Jeff Fowler,123
361743,Top Gun: Maverick,"[28, 18]","Tom Cruise, Miles Teller, Monica Barbaro, Lewis Pullman, Jay Ellis, Danny Ramirez, Glen Powell, Bashir Salahuddin, Jon Hamm, Charles Parnell",Joseph Kosinski,131
791042,Levels,"[28, 878, 53]","Cara Gee, Peter Mooney, Aaron Abrams, David Hewlett, Amanda Tapping, Adam Hurtig, Sydney Sabiston, Jade Ma, BJ Verot, Kristian Jordan",Adam Stern,92
257094,Holland,"[53, 18]","Nicole Kidman, Gael García Bernal, Matthew Macfadyen, Rachel Sennott, Jude Hill, Lennon Parham, Jacob Moran, Jeff Pope, Isaac Krasner, Chris Witaske",Mimi Cave,108
1147710,Hijack 1971,"[28, 53, 80]","Ha Jung-woo, Yeo Jin-goo, Sung Dong-il, Chae Soo-bin, Moon You-kang, Kim Sun-young, Lim Se-mi, Kim Dong-wook, Choi Gwang-il, Kim Jong-soo",Kim Sung-han,100
1216191,Oddity,"[27, 9648]","Carolyn Bracken, Jonathan French, Steve Wall, Joe Rooney, Gwilym Lee, Tadhg Murphy, Caroline Menton, Ivan de Wergifosse, Shane Whisker, Josuha Campbell",Damian Mc Carthy,98
502356,The Super Mario Bros. Movie,"[16, 10751, 12, 14, 35]","Chris Pratt, Anya Taylor-Joy, Charlie Day, Jack Black, Keegan-Michael Key, Seth Rogen, Fred Armisen, Sebastian Maniscalco, Charles Martinet, Kevin Michael Richardson",Aaron Horvath,93
1426674,A Copenhagen Love Story,"[10749, 18]","Rosalinde Mynster, Joachim Fjelstrup, Sara Fanta Traore, Mille Lehfeldt, Magnus Haugaard, Magnus Millang, Sargun Oshana, Anne Marie Helger, Mia Lerdam, Sarah Juel Werner",Ditte Hansen,105
786892,Furiosa: A Mad Max Saga,"[28, 878, 12]","Anya Taylor-Joy, Chris Hemsworth, Tom Burke, Alyla Browne, George Shevtsov, Lachy Hulme, John Howard, Angus Sampson, Charlee Fraser, Elsa Pataky",George Miller,149
1159311,My Hero Academia: You're Next,"[16, 28, 12, 878]","Daiki Yamashita, Meru Nukumi, Mamoru Miyano, Kenta Miyake, Nobuhiko Okamoto, Yuki Kaji, Ayane Sakura, Kaito Ishikawa, Yoshimasa Hosoya, Kei Shindo",Tensai Okamura,110
592695,Pleasure,[18],"Sofia Kappel, Zelda Morrison, Tee Reel, Evelyn Claire, Chris Cock, Dana DeArmond, Kendra Spade, Mark Spiegler, Eva Melander, Lucy Hart",Ninja Thyberg,108
1235623,Eye for an Eye 2,"[28, 18]","Xie Miao, Yang Enyou, Huang Tao, Pei Kuishan, Pema Jyad, Liu Fengchao, Jampa Tseten, Xiao Songyuan, Jiang Yixuan, Zhang Haosen",Yang Bingjia,90
